"site_name","date","year","month","day","doy","temp"
"BARROW",2004-05-25,2004,5,25,"146",-3.2
"BARROW",2004-05-26,2004,5,26,"147",-3.1
"BARROW",2004-05-27,2004,5,27,"148",-5.3
"BARROW",2004-05-28,2004,5,28,"149",-4.2
"BARROW",2004-05-29,2004,5,29,"150",-2.5
"BARROW",2004-05-30,2004,5,30,"151",-3.8
"BARROW",2004-05-31,2004,5,31,"152",-2
"BARROW",2004-06-01,2004,6,1,"153",-2.1
"BARROW",2004-06-02,2004,6,2,"154",-2.4
"BARROW",2004-06-03,2004,6,3,"155",-2.9
"BARROW",2004-06-04,2004,6,4,"156",-1.4
"BARROW",2004-06-05,2004,6,5,"157",-1.3
"BARROW",2004-06-06,2004,6,6,"158",-0.8
"BARROW",2004-06-07,2004,6,7,"159",-1.3
"BARROW",2004-06-08,2004,6,8,"160",NA
"BARROW",2004-06-09,2004,6,9,"161",NA
"BARROW",2004-06-10,2004,6,10,"162",-1
"BARROW",2004-06-11,2004,6,11,"163",-0.7
"BARROW",2004-06-12,2004,6,12,"164",0.4
"BARROW",2004-06-13,2004,6,13,"165",0.8
"BARROW",2004-06-14,2004,6,14,"166",1.5
"BARROW",2004-06-15,2004,6,15,"167",2
"BARROW",2004-06-16,2004,6,16,"168",3.6
"BARROW",2004-06-17,2004,6,17,"169",NA
"BARROW",2004-06-18,2004,6,18,"170",NA
"BARROW",2004-06-19,2004,6,19,"171",NA
"BARROW",2004-06-20,2004,6,20,"172",NA
"BARROW",2004-06-21,2004,6,21,"173",NA
"BARROW",2004-06-22,2004,6,22,"174",NA
"BARROW",2004-06-23,2004,6,23,"175",NA
"BARROW",2004-06-24,2004,6,24,"176",NA
"BARROW",2004-06-25,2004,6,25,"177",3.8
"BARROW",2004-06-26,2004,6,26,"178",5.5
"BARROW",2004-06-27,2004,6,27,"179",8
"BARROW",2004-06-28,2004,6,28,"180",8.7
"BARROW",2004-06-29,2004,6,29,"181",5.6
"BARROW",2004-06-30,2004,6,30,"182",1.6
"BARROW",2004-07-01,2004,7,1,"183",0.5
"BARROW",2004-07-02,2004,7,2,"184",0.7
"BARROW",2004-07-03,2004,7,3,"185",8
"BARROW",2004-07-04,2004,7,4,"186",10.3
"BARROW",2004-07-05,2004,7,5,"187",3.7
"BARROW",2004-07-06,2004,7,6,"188",1.8
"BARROW",2004-07-07,2004,7,7,"189",2
"BARROW",2004-07-08,2004,7,8,"190",4.8
"BARROW",2004-07-09,2004,7,9,"191",3.9
"BARROW",2004-07-10,2004,7,10,"192",0
"BARROW",2004-07-11,2004,7,11,"193",4.5
"BARROW",2004-07-12,2004,7,12,"194",2
"BARROW",2004-07-13,2004,7,13,"195",3.4
"BARROW",2004-07-14,2004,7,14,"196",3.2
"BARROW",2004-07-15,2004,7,15,"197",3.3
"BARROW",2004-07-16,2004,7,16,"198",4.6
"BARROW",2004-07-17,2004,7,17,"199",4.1
"BARROW",2004-07-18,2004,7,18,"200",5.4
"BARROW",2004-07-19,2004,7,19,"201",3.4
"BARROW",2004-07-20,2004,7,20,"202",6.7
"BARROW",2004-07-21,2004,7,21,"203",2.9
"BARROW",2004-07-22,2004,7,22,"204",-33.6
"BARROW",2004-07-23,2004,7,23,"205",-30.4
"BARROW",2004-07-24,2004,7,24,"206",NA
"BARROW",2004-07-25,2004,7,25,"207",NA
"BARROW",2004-07-26,2004,7,26,"208",13
"BARROW",2004-07-27,2004,7,27,"209",8.7
"BARROW",2004-07-28,2004,7,28,"210",5
"BARROW",2004-07-29,2004,7,29,"211",NA
"BARROW",2004-07-30,2004,7,30,"212",3.8
"BARROW",2004-07-31,2004,7,31,"213",3.4
"BARROW",2004-08-01,2004,8,1,"214",0.6
"BARROW",2004-08-02,2004,8,2,"215",NA
"BARROW",2004-08-03,2004,8,3,"216",NA
"BARROW",2004-08-04,2004,8,4,"217",2.4
"BARROW",2004-08-05,2004,8,5,"218",3.6
"BARROW",2004-08-06,2004,8,6,"219",4
"BARROW",2004-08-07,2004,8,7,"220",9.3
"BARROW",2004-08-08,2004,8,8,"221",12.8
"BARROW",2004-08-09,2004,8,9,"222",13.5
"BARROW",2004-08-10,2004,8,10,"223",9.7
"BARROW",2004-08-11,2004,8,11,"224",7.9
"BARROW",2004-08-12,2004,8,12,"225",7
"BARROW",2004-08-13,2004,8,13,"226",6.2
"BARROW",2004-08-14,2004,8,14,"227",5.7
"BARROW",2004-08-15,2004,8,15,"228",10.5
"BARROW",2004-08-16,2004,8,16,"229",12.4
"BARROW",2004-08-17,2004,8,17,"230",10
"BARROW",2004-08-18,2004,8,18,"231",11.1
"BARROW",2004-08-19,2004,8,19,"232",10.6
"BARROW",2004-08-20,2004,8,20,"233",8.7
"BARROW",2004-08-21,2004,8,21,"234",7.1
"BARROW",2004-08-22,2004,8,22,"235",6.2
"BARROW",2004-08-23,2004,8,23,"236",6.2
"BARROW",2004-08-24,2004,8,24,"237",6.3
"BARROW",2004-08-25,2004,8,25,"238",5.7
"BARROW",2004-08-26,2004,8,26,"239",4.4
"BARROW",2004-08-27,2004,8,27,"240",3.5
"BARROW",2004-08-28,2004,8,28,"241",4.2
"BARROW",2004-08-29,2004,8,29,"242",4.6
"BARROW",2004-08-30,2004,8,30,"243",2.4
"BARROW",2004-08-31,2004,8,31,"244",6
"BARROW",2004-09-01,2004,9,1,"245",2.6
"BARROW",2004-09-02,2004,9,2,"246",2.2
"BARROW",2004-09-03,2004,9,3,"247",1.2
"BARROW",2004-09-04,2004,9,4,"248",1.3
"BARROW",2004-09-05,2004,9,5,"249",1.5
"BARROW",2004-09-06,2004,9,6,"250",3.2
"BARROW",2004-09-07,2004,9,7,"251",7.7
"BARROW",2004-09-08,2004,9,8,"252",6.1
"BARROW",2004-09-09,2004,9,9,"253",1
"BARROW",2004-09-10,2004,9,10,"254",0.7
"BARROW",2004-09-11,2004,9,11,"255",0.6
"BARROW",2004-09-12,2004,9,12,"256",0.9
"BARROW",2004-09-13,2004,9,13,"257",-1.3
"BARROW",2004-09-14,2004,9,14,"258",-1.9
"BARROW",2004-09-15,2004,9,15,"259",-0.1
"BARROW",2004-09-16,2004,9,16,"260",-0.5
"BARROW",2004-09-17,2004,9,17,"261",-1.2
"BARROW",2004-09-18,2004,9,18,"262",-0.9
"BARROW",2004-09-19,2004,9,19,"263",-0.9
"BARROW",2004-09-20,2004,9,20,"264",0
"BARROW",2004-09-21,2004,9,21,"265",0.1
"BARROW",2004-09-22,2004,9,22,"266",-0.9
"BARROW",2004-09-23,2004,9,23,"267",0
"BARROW",2004-09-24,2004,9,24,"268",0.5
"BARROW",2004-09-25,2004,9,25,"269",0.5
"BARROW",2004-09-26,2004,9,26,"270",0
"BARROW",2004-09-27,2004,9,27,"271",-0.2
"BARROW",2004-09-28,2004,9,28,"272",-1.2
"BARROW",2004-09-29,2004,9,29,"273",-3.6
"BARROW",2004-09-30,2004,9,30,"274",-3
"BARROW",2004-10-01,2004,10,1,"275",-3.8
"BARROW",2004-10-02,2004,10,2,"276",-5.5
"BARROW",2004-10-03,2004,10,3,"277",-1.2
"BARROW",2004-10-04,2004,10,4,"278",-0.8
"BARROW",2004-10-05,2004,10,5,"279",-1
"BARROW",2004-10-06,2004,10,6,"280",-0.9
"BARROW",2004-10-07,2004,10,7,"281",-2.1
"BARROW",2004-10-08,2004,10,8,"282",-2.6
"BARROW",2004-10-09,2004,10,9,"283",-4
"BARROW",2004-10-10,2004,10,10,"284",-6.3
"BARROW",2004-10-11,2004,10,11,"285",-6.9
"BARROW",2004-10-12,2004,10,12,"286",-6.2
"BARROW",2004-10-13,2004,10,13,"287",-6.8
"BARROW",2004-10-14,2004,10,14,"288",-6
"BARROW",2004-10-15,2004,10,15,"289",-5.7
"BARROW",2004-10-16,2004,10,16,"290",-3.7
"BARROW",2004-10-17,2004,10,17,"291",-3.8
"BARROW",2004-10-18,2004,10,18,"292",-5.4
"BARROW",2004-10-19,2004,10,19,"293",-3.4
"BARROW",2004-10-20,2004,10,20,"294",-7.3
"BARROW",2004-10-21,2004,10,21,"295",-7.7
"BARROW",2004-10-22,2004,10,22,"296",NA
"BARROW",2004-10-23,2004,10,23,"297",-7.6
"BARROW",2004-10-24,2004,10,24,"298",-4.1
"BARROW",2004-10-25,2004,10,25,"299",-4.7
"BARROW",2004-10-26,2004,10,26,"300",-6.5
"BARROW",2004-10-27,2004,10,27,"301",-8.9
"BARROW",2004-10-28,2004,10,28,"302",-10.7
"BARROW",2004-10-29,2004,10,29,"303",-13.6
"BARROW",2004-10-30,2004,10,30,"304",-13.5
"BARROW",2004-10-31,2004,10,31,"305",-14
"BARROW",2004-11-01,2004,11,1,"306",-19
"BARROW",2004-11-02,2004,11,2,"307",-17.5
"BARROW",2004-11-03,2004,11,3,"308",-15.3
"BARROW",2004-11-04,2004,11,4,"309",-14.3
"BARROW",2004-11-05,2004,11,5,"310",NA
"BARROW",2004-11-06,2004,11,6,"311",-19.6
"BARROW",2004-11-07,2004,11,7,"312",NA
"BARROW",2004-11-08,2004,11,8,"313",-18.1
"BARROW",2004-11-09,2004,11,9,"314",-18.1
"BARROW",2004-11-10,2004,11,10,"315",-20.9
"BARROW",2004-11-11,2004,11,11,"316",NA
"BARROW",2004-11-12,2004,11,12,"317",-24.7
"BARROW",2004-11-13,2004,11,13,"318",-21.6
"BARROW",2004-11-14,2004,11,14,"319",-15.3
"BARROW",2004-11-15,2004,11,15,"320",-11.5
"BARROW",2004-11-16,2004,11,16,"321",-10.1
"BARROW",2004-11-17,2004,11,17,"322",-16.7
"BARROW",2004-11-18,2004,11,18,"323",-12.9
"BARROW",2004-11-19,2004,11,19,"324",-15.9
"BARROW",2004-11-20,2004,11,20,"325",-14.6
"BARROW",2004-11-21,2004,11,21,"326",-11.5
"BARROW",2004-11-22,2004,11,22,"327",-10
"BARROW",2004-11-23,2004,11,23,"328",-11.5
"BARROW",2004-11-24,2004,11,24,"329",-12.6
"BARROW",2004-11-25,2004,11,25,"330",-16.7
"BARROW",2004-11-26,2004,11,26,"331",-17.8
"BARROW",2004-11-27,2004,11,27,"332",-22.7
"BARROW",2004-11-28,2004,11,28,"333",-24.1
"BARROW",2004-11-29,2004,11,29,"334",-19.7
"BARROW",2004-11-30,2004,11,30,"335",-19.8
"BARROW",2004-12-01,2004,12,1,"336",-21.8
"BARROW",2004-12-02,2004,12,2,"337",-23.5
"BARROW",2004-12-03,2004,12,3,"338",-23.9
"BARROW",2004-12-04,2004,12,4,"339",-26.1
"BARROW",2004-12-05,2004,12,5,"340",NA
"BARROW",2004-12-06,2004,12,6,"341",NA
"BARROW",2004-12-07,2004,12,7,"342",NA
"BARROW",2004-12-08,2004,12,8,"343",NA
"BARROW",2004-12-09,2004,12,9,"344",-20
"BARROW",2004-12-10,2004,12,10,"345",-20.9
"BARROW",2004-12-11,2004,12,11,"346",-24.8
"BARROW",2004-12-12,2004,12,12,"347",-31.2
"BARROW",2004-12-13,2004,12,13,"348",-32.9
"BARROW",2004-12-14,2004,12,14,"349",-30.7
"BARROW",2004-12-15,2004,12,15,"350",-27.8
"BARROW",2004-12-16,2004,12,16,"351",-26.8
"BARROW",2004-12-17,2004,12,17,"352",-23.4
"BARROW",2004-12-18,2004,12,18,"353",-20.5
"BARROW",2004-12-19,2004,12,19,"354",-21.4
"BARROW",2004-12-20,2004,12,20,"355",-21.5
"BARROW",2004-12-21,2004,12,21,"356",-19.1
"BARROW",2004-12-22,2004,12,22,"357",-23.7
"BARROW",2004-12-23,2004,12,23,"358",-25.9
"BARROW",2004-12-24,2004,12,24,"359",-29.8
"BARROW",2004-12-25,2004,12,25,"360",-21.2
"BARROW",2004-12-26,2004,12,26,"361",-11.6
"BARROW",2004-12-27,2004,12,27,"362",NA
"BARROW",2004-12-28,2004,12,28,"363",NA
"BARROW",2004-12-29,2004,12,29,"364",NA
"BARROW",2004-12-30,2004,12,30,"365",NA
"BARROW",2004-12-31,2004,12,31,"366",NA
"BARROW",2005-01-01,2005,1,1,"001",NA
"BARROW",2005-01-02,2005,1,2,"002",NA
"BARROW",2005-01-03,2005,1,3,"003",NA
"BARROW",2005-01-04,2005,1,4,"004",NA
"BARROW",2005-01-05,2005,1,5,"005",-17.8
"BARROW",2005-01-06,2005,1,6,"006",-18.3
"BARROW",2005-01-07,2005,1,7,"007",-6
"BARROW",2005-01-08,2005,1,8,"008",-6.2
"BARROW",2005-01-09,2005,1,9,"009",-25.5
"BARROW",2005-01-10,2005,1,10,"010",-28.6
"BARROW",2005-01-11,2005,1,11,"011",-29.6
"BARROW",2005-01-12,2005,1,12,"012",-27.5
"BARROW",2005-01-13,2005,1,13,"013",-28.5
"BARROW",2005-01-14,2005,1,14,"014",-30.6
"BARROW",2005-01-15,2005,1,15,"015",-31.4
"BARROW",2005-01-16,2005,1,16,"016",-34.7
"BARROW",2005-01-17,2005,1,17,"017",-33
"BARROW",2005-01-18,2005,1,18,"018",-28.4
"BARROW",2005-01-19,2005,1,19,"019",-22.6
"BARROW",2005-01-20,2005,1,20,"020",-24.5
"BARROW",2005-01-21,2005,1,21,"021",-24.4
"BARROW",2005-01-22,2005,1,22,"022",-22.1
"BARROW",2005-01-23,2005,1,23,"023",-20.4
"BARROW",2005-01-24,2005,1,24,"024",-23.7
"BARROW",2005-01-25,2005,1,25,"025",-25.6
"BARROW",2005-01-26,2005,1,26,"026",-27.7
"BARROW",2005-01-27,2005,1,27,"027",-28.4
"BARROW",2005-01-28,2005,1,28,"028",-25.6
"BARROW",2005-01-29,2005,1,29,"029",-15.8
"BARROW",2005-01-30,2005,1,30,"030",-18.3
"BARROW",2005-01-31,2005,1,31,"031",-25.8
"BARROW",2005-02-01,2005,2,1,"032",-28.3
"BARROW",2005-02-02,2005,2,2,"033",-20.7
"BARROW",2005-02-03,2005,2,3,"034",-26.1
"BARROW",2005-02-04,2005,2,4,"035",-24.3
"BARROW",2005-02-05,2005,2,5,"036",-27.3
"BARROW",2005-02-06,2005,2,6,"037",-24.3
"BARROW",2005-02-07,2005,2,7,"038",-27.1
"BARROW",2005-02-08,2005,2,8,"039",-27.4
"BARROW",2005-02-09,2005,2,9,"040",-22.3
"BARROW",2005-02-10,2005,2,10,"041",-22
"BARROW",2005-02-11,2005,2,11,"042",-24.2
"BARROW",2005-02-12,2005,2,12,"043",-25.2
"BARROW",2005-02-13,2005,2,13,"044",-28.9
"BARROW",2005-02-14,2005,2,14,"045",-26.8
"BARROW",2005-02-15,2005,2,15,"046",-20.9
"BARROW",2005-02-16,2005,2,16,"047",NA
"BARROW",2005-02-17,2005,2,17,"048",-18.7
"BARROW",2005-02-18,2005,2,18,"049",-24
"BARROW",2005-02-19,2005,2,19,"050",-27.6
"BARROW",2005-02-20,2005,2,20,"051",-27.8
"BARROW",2005-02-21,2005,2,21,"052",-25.1
"BARROW",2005-02-22,2005,2,22,"053",-30.9
"BARROW",2005-02-23,2005,2,23,"054",-28.5
"BARROW",2005-02-24,2005,2,24,"055",-24.2
"BARROW",2005-02-25,2005,2,25,"056",-25.4
"BARROW",2005-02-26,2005,2,26,"057",-27.4
"BARROW",2005-02-27,2005,2,27,"058",-28.9
"BARROW",2005-02-28,2005,2,28,"059",-29.5
"BARROW",2005-03-01,2005,3,1,"060",-30.9
"BARROW",2005-03-02,2005,3,2,"061",-32.2
"BARROW",2005-03-03,2005,3,3,"062",-32.8
"BARROW",2005-03-04,2005,3,4,"063",-31.6
"BARROW",2005-03-05,2005,3,5,"064",-29.8
"BARROW",2005-03-06,2005,3,6,"065",-26
"BARROW",2005-03-07,2005,3,7,"066",-28.2
"BARROW",2005-03-08,2005,3,8,"067",-28.8
"BARROW",2005-03-09,2005,3,9,"068",-25.1
"BARROW",2005-03-10,2005,3,10,"069",-20.7
"BARROW",2005-03-11,2005,3,11,"070",-20.7
"BARROW",2005-03-12,2005,3,12,"071",-19.7
"BARROW",2005-03-13,2005,3,13,"072",-15.5
"BARROW",2005-03-14,2005,3,14,"073",-21
"BARROW",2005-03-15,2005,3,15,"074",-17.6
"BARROW",2005-03-16,2005,3,16,"075",-16.2
"BARROW",2005-03-17,2005,3,17,"076",-16.3
"BARROW",2005-03-18,2005,3,18,"077",-13.9
"BARROW",2005-03-19,2005,3,19,"078",-19.4
"BARROW",2005-03-20,2005,3,20,"079",NA
"BARROW",2005-03-21,2005,3,21,"080",-20.1
"BARROW",2005-03-22,2005,3,22,"081",-18.1
"BARROW",2005-03-23,2005,3,23,"082",-14.3
"BARROW",2005-03-24,2005,3,24,"083",-16.5
"BARROW",2005-03-25,2005,3,25,"084",-22.6
"BARROW",2005-03-26,2005,3,26,"085",-22.1
"BARROW",2005-03-27,2005,3,27,"086",-26.6
"BARROW",2005-03-28,2005,3,28,"087",-25
"BARROW",2005-03-29,2005,3,29,"088",-26.3
"BARROW",2005-03-30,2005,3,30,"089",-26.1
"BARROW",2005-03-31,2005,3,31,"090",-25.9
"BARROW",2005-04-01,2005,4,1,"091",-26.4
"BARROW",2005-04-02,2005,4,2,"092",NA
"BARROW",2005-04-03,2005,4,3,"093",NA
"BARROW",2005-04-04,2005,4,4,"094",NA
"BARROW",2005-04-05,2005,4,5,"095",-23.4
"BARROW",2005-04-06,2005,4,6,"096",NA
"BARROW",2005-04-07,2005,4,7,"097",NA
"BARROW",2005-04-08,2005,4,8,"098",NA
"BARROW",2005-04-09,2005,4,9,"099",-20.8
"BARROW",2005-04-10,2005,4,10,"100",-17.1
"BARROW",2005-04-11,2005,4,11,"101",-20.4
"BARROW",2005-04-12,2005,4,12,"102",-24.8
"BARROW",2005-04-13,2005,4,13,"103",-20.4
"BARROW",2005-04-14,2005,4,14,"104",-21.7
"BARROW",2005-04-15,2005,4,15,"105",-19.6
"BARROW",2005-04-16,2005,4,16,"106",-19.5
"BARROW",2005-04-17,2005,4,17,"107",-19.8
"BARROW",2005-04-18,2005,4,18,"108",-20.3
"BARROW",2005-04-19,2005,4,19,"109",-19.2
"BARROW",2005-04-20,2005,4,20,"110",-15
"BARROW",2005-04-21,2005,4,21,"111",-14.1
"BARROW",2005-04-22,2005,4,22,"112",-15.1
"BARROW",2005-04-23,2005,4,23,"113",-7.4
"BARROW",2005-04-24,2005,4,24,"114",-10.5
"BARROW",2005-04-25,2005,4,25,"115",-13.3
"BARROW",2005-04-26,2005,4,26,"116",NA
"BARROW",2005-04-27,2005,4,27,"117",-10.4
"BARROW",2005-04-28,2005,4,28,"118",-7.9
"BARROW",2005-04-29,2005,4,29,"119",-8
"BARROW",2005-04-30,2005,4,30,"120",NA
"BARROW",2005-05-01,2005,5,1,"121",NA
"BARROW",2005-05-02,2005,5,2,"122",NA
"BARROW",2005-05-03,2005,5,3,"123",-6.7
"BARROW",2005-05-04,2005,5,4,"124",-9.8
"BARROW",2005-05-05,2005,5,5,"125",-12.4
"BARROW",2005-05-06,2005,5,6,"126",-13.8
"BARROW",2005-05-07,2005,5,7,"127",-8.1
"BARROW",2005-05-08,2005,5,8,"128",-9.2
"BARROW",2005-05-09,2005,5,9,"129",-8.6
"BARROW",2005-05-10,2005,5,10,"130",-8.7
"BARROW",2005-05-11,2005,5,11,"131",-9
"BARROW",2005-05-12,2005,5,12,"132",-9.7
"BARROW",2005-05-13,2005,5,13,"133",-8.1
"BARROW",2005-05-14,2005,5,14,"134",NA
"BARROW",2005-05-15,2005,5,15,"135",NA
"BARROW",2005-05-16,2005,5,16,"136",-9.8
"BARROW",2005-05-17,2005,5,17,"137",-8.3
"BARROW",2005-05-18,2005,5,18,"138",-5
"BARROW",2005-05-19,2005,5,19,"139",-2.3
"BARROW",2005-05-20,2005,5,20,"140",-2.8
"BARROW",2005-05-21,2005,5,21,"141",-2.7
"BARROW",2005-05-22,2005,5,22,"142",-2.8
"BARROW",2005-05-23,2005,5,23,"143",-4
"BARROW",2005-05-24,2005,5,24,"144",-4.7
"BARROW",2005-05-25,2005,5,25,"145",-4
"BARROW",2005-05-26,2005,5,26,"146",-2.8
"BARROW",2005-05-27,2005,5,27,"147",-1.3
"BARROW",2005-05-28,2005,5,28,"148",-0.9
"BARROW",2005-05-29,2005,5,29,"149",-0.8
"BARROW",2005-05-30,2005,5,30,"150",-1
"BARROW",2005-05-31,2005,5,31,"151",-1.6
"BARROW",2005-06-01,2005,6,1,"152",-2.8
"BARROW",2005-06-02,2005,6,2,"153",NA
"BARROW",2005-06-03,2005,6,3,"154",-2.5
"BARROW",2005-06-04,2005,6,4,"155",NA
"BARROW",2005-06-05,2005,6,5,"156",NA
"BARROW",2005-06-06,2005,6,6,"157",NA
"BARROW",2005-06-07,2005,6,7,"158",NA
"BARROW",2005-06-08,2005,6,8,"159",-2.2
"BARROW",2005-06-09,2005,6,9,"160",-0.9
"BARROW",2005-06-10,2005,6,10,"161",-0.4
"BARROW",2005-06-11,2005,6,11,"162",-0.1
"BARROW",2005-06-12,2005,6,12,"163",-0.2
"BARROW",2005-06-13,2005,6,13,"164",-0.8
"BARROW",2005-06-14,2005,6,14,"165",-0.4
"BARROW",2005-06-15,2005,6,15,"166",0.3
"BARROW",2005-06-16,2005,6,16,"167",0.1
"BARROW",2005-06-17,2005,6,17,"168",-0.3
"BARROW",2005-06-18,2005,6,18,"169",1.4
"BARROW",2005-06-19,2005,6,19,"170",0
"BARROW",2005-06-20,2005,6,20,"171",-1.1
"BARROW",2005-06-21,2005,6,21,"172",0.7
"BARROW",2005-06-22,2005,6,22,"173",-1.4
"BARROW",2005-06-23,2005,6,23,"174",-1.1
"BARROW",2005-06-24,2005,6,24,"175",-1.1
"BARROW",2005-06-25,2005,6,25,"176",1.1
"BARROW",2005-06-26,2005,6,26,"177",0.9
"BARROW",2005-06-27,2005,6,27,"178",2.6
"BARROW",2005-06-28,2005,6,28,"179",6.7
"BARROW",2005-06-29,2005,6,29,"180",2.8
"BARROW",2005-06-30,2005,6,30,"181",0.7
"BARROW",2005-07-01,2005,7,1,"182",0
"BARROW",2005-07-02,2005,7,2,"183",1
"BARROW",2005-07-03,2005,7,3,"184",-0.9
"BARROW",2005-07-04,2005,7,4,"185",0.5
"BARROW",2005-07-05,2005,7,5,"186",2.2
"BARROW",2005-07-06,2005,7,6,"187",0
"BARROW",2005-07-07,2005,7,7,"188",0.3
"BARROW",2005-07-08,2005,7,8,"189",1.9
"BARROW",2005-07-09,2005,7,9,"190",4
"BARROW",2005-07-10,2005,7,10,"191",1.4
"BARROW",2005-07-11,2005,7,11,"192",1.9
"BARROW",2005-07-12,2005,7,12,"193",1.8
"BARROW",2005-07-13,2005,7,13,"194",2
"BARROW",2005-07-14,2005,7,14,"195",3.8
"BARROW",2005-07-15,2005,7,15,"196",6
"BARROW",2005-07-16,2005,7,16,"197",4.4
"BARROW",2005-07-17,2005,7,17,"198",2
"BARROW",2005-07-18,2005,7,18,"199",2.6
"BARROW",2005-07-19,2005,7,19,"200",1.6
"BARROW",2005-07-20,2005,7,20,"201",0.5
"BARROW",2005-07-21,2005,7,21,"202",4.2
"BARROW",2005-07-22,2005,7,22,"203",5.6
"BARROW",2005-07-23,2005,7,23,"204",6.3
"BARROW",2005-07-24,2005,7,24,"205",6
"BARROW",2005-07-25,2005,7,25,"206",5.9
"BARROW",2005-07-26,2005,7,26,"207",5
"BARROW",2005-07-27,2005,7,27,"208",1.4
"BARROW",2005-07-28,2005,7,28,"209",2
"BARROW",2005-07-29,2005,7,29,"210",2.6
"BARROW",2005-07-30,2005,7,30,"211",0.2
"BARROW",2005-07-31,2005,7,31,"212",0.8
"BARROW",2005-08-01,2005,8,1,"213",2
"BARROW",2005-08-02,2005,8,2,"214",3.5
"BARROW",2005-08-03,2005,8,3,"215",4.7
"BARROW",2005-08-04,2005,8,4,"216",4.1
"BARROW",2005-08-05,2005,8,5,"217",NA
"BARROW",2005-08-06,2005,8,6,"218",8
"BARROW",2005-08-07,2005,8,7,"219",12.5
"BARROW",2005-08-08,2005,8,8,"220",9.8
"BARROW",2005-08-09,2005,8,9,"221",9.5
"BARROW",2005-08-10,2005,8,10,"222",9.7
"BARROW",2005-08-11,2005,8,11,"223",11.4
"BARROW",2005-08-12,2005,8,12,"224",11.6
"BARROW",2005-08-13,2005,8,13,"225",NA
"BARROW",2005-08-14,2005,8,14,"226",13.2
"BARROW",2005-08-15,2005,8,15,"227",8.1
"BARROW",2005-08-16,2005,8,16,"228",4
"BARROW",2005-08-17,2005,8,17,"229",1.5
"BARROW",2005-08-18,2005,8,18,"230",1.9
"BARROW",2005-08-19,2005,8,19,"231",2.2
"BARROW",2005-08-20,2005,8,20,"232",1.7
"BARROW",2005-08-21,2005,8,21,"233",1.1
"BARROW",2005-08-22,2005,8,22,"234",NA
"BARROW",2005-08-23,2005,8,23,"235",NA
"BARROW",2005-08-24,2005,8,24,"236",NA
"BARROW",2005-08-25,2005,8,25,"237",NA
"BARROW",2005-08-26,2005,8,26,"238",1
"BARROW",2005-08-27,2005,8,27,"239",1.7
"BARROW",2005-08-28,2005,8,28,"240",1.1
"BARROW",2005-08-29,2005,8,29,"241",0.4
"BARROW",2005-08-30,2005,8,30,"242",0.1
"BARROW",2005-08-31,2005,8,31,"243",0
"BARROW",2005-09-01,2005,9,1,"244",0.7
"BARROW",2005-09-02,2005,9,2,"245",2.3
"BARROW",2005-09-03,2005,9,3,"246",4
"BARROW",2005-09-04,2005,9,4,"247",1.6
"BARROW",2005-09-05,2005,9,5,"248",1.2
"BARROW",2005-09-06,2005,9,6,"249",NA
"BARROW",2005-09-07,2005,9,7,"250",0.2
"BARROW",2005-09-08,2005,9,8,"251",1
"BARROW",2005-09-09,2005,9,9,"252",1.1
"BARROW",2005-09-10,2005,9,10,"253",1.2
"BARROW",2005-09-11,2005,9,11,"254",1.2
"BARROW",2005-09-12,2005,9,12,"255",0.6
"BARROW",2005-09-13,2005,9,13,"256",1.9
"BARROW",2005-09-14,2005,9,14,"257",3.1
"BARROW",2005-09-15,2005,9,15,"258",2.8
"BARROW",2005-09-16,2005,9,16,"259",1.3
"BARROW",2005-09-17,2005,9,17,"260",1.3
"BARROW",2005-09-18,2005,9,18,"261",1.4
"BARROW",2005-09-19,2005,9,19,"262",0.8
"BARROW",2005-09-20,2005,9,20,"263",0.2
"BARROW",2005-09-21,2005,9,21,"264",0.3
"BARROW",2005-09-22,2005,9,22,"265",-0.8
"BARROW",2005-09-23,2005,9,23,"266",0
"BARROW",2005-09-24,2005,9,24,"267",0
"BARROW",2005-09-25,2005,9,25,"268",-0.6
"BARROW",2005-09-26,2005,9,26,"269",-0.8
"BARROW",2005-09-27,2005,9,27,"270",-2.1
"BARROW",2005-09-28,2005,9,28,"271",-2.7
"BARROW",2005-09-29,2005,9,29,"272",-2.6
"BARROW",2005-09-30,2005,9,30,"273",-4.3
"BARROW",2005-10-01,2005,10,1,"274",-4.8
"BARROW",2005-10-02,2005,10,2,"275",-4.7
"BARROW",2005-10-03,2005,10,3,"276",-3.8
"BARROW",2005-10-04,2005,10,4,"277",-4
"BARROW",2005-10-05,2005,10,5,"278",-3.5
"BARROW",2005-10-06,2005,10,6,"279",-4.8
"BARROW",2005-10-07,2005,10,7,"280",-2.5
"BARROW",2005-10-08,2005,10,8,"281",-3.6
"BARROW",2005-10-09,2005,10,9,"282",-5.7
"BARROW",2005-10-10,2005,10,10,"283",-5.6
"BARROW",2005-10-11,2005,10,11,"284",-4.3
"BARROW",2005-10-12,2005,10,12,"285",-3.4
"BARROW",2005-10-13,2005,10,13,"286",-4.4
"BARROW",2005-10-14,2005,10,14,"287",-4.4
"BARROW",2005-10-15,2005,10,15,"288",-8.4
"BARROW",2005-10-16,2005,10,16,"289",-7.5
"BARROW",2005-10-17,2005,10,17,"290",-5.1
"BARROW",2005-10-18,2005,10,18,"291",-3.6
"BARROW",2005-10-19,2005,10,19,"292",-4.3
